Original Customer No.,SAP Customer No.
FAR016,10010491
FAR017,10010492
FAR018,10010493
FAR019,10010494
FAR020,10010495
FAR021,10010496
FAR022,10010497
FAR023,10010498
FAR024,10010499
FAR025,10010500
FAR026,10010501
FAR027,10010502
FAR028,10010503
FAR029,10010504
FAR030,10010505
FAR031,10010506
FAR032,10010507
FAR033,10010508
FAR034,10010509
FAR035,10010510
FAR036,10010511
FAR037,10010512
FAR038,10010513
FAR039,10010514
FAR040,10010515
FAR041,10010516
FAR042,10010517
FAR043,10010518
FAR044,10010519
FAR045,10010520
FAR046,10010521
FAR047,10010522
FAR049,10010523
FAR050,10010524
FAR051,10010525
FAR052,10010526
FAR052NR,10010527
FAR201,10010528
FAR202,10010529
FAR203,10010530
FAR204,10010531
FAR205,10010532
FAR206,10010533
FAR207,10010534
FAR208,10010535
FAR209,10010536
FAR210,10010537
FAR211,10010538
FAR212,10010539
FAR213,10010540
FAR214,10010541
FAR215,10010542
FAR216,10010543
FAR217,10010544
FAR218,10010545
FAR219,10010546
FAR220,10010547
FAR221,10010548
FAR222,10010549
FAR223,10010550
FAR224,10010551
FAR225,10010552
FAR226,10010553
FAR227,10010554
FAR228,10010555
FAR229,10010556
FAR230,10010557
FAR231,10010558
FAR232,10010559
FAR233,10010560
FAR234,10010561
FAR235,10010562
FAR236,10010563
FAR237,10010564
FAR238,10010565
FAR239,10010566
FAR240,10010567
FAR241,10010568
FAR242,10010569
FAR243,10010570
FAR244,10010571
FAR245,10010572
FAR246,10010573
FAR247,10010574
FAR249,10010575
FAR302,10010576
FIN001,10010578
FIR001,10010579
FLE001,10010580
FRA001,10010581
FRA002,10010582
FRA004,10010583
FRA005,10010584
FRA006,10010585
FRA008,10010586
FRU004,10010589
FRU006,10010590
FRU008,10010591
FRU013,10010592
FRU018,10010593
FRU020,10010594
GIS001,10010595
GRA003,10010597
GRO001,10010598
GRO002  ,10010599
GUB001,10010600
GVE001,10010601
HAR004,10010602
HAR005,10010603
HAR006,10010604
HAR007  ,10010605
HAR008  ,10010606
HEA001,10010609
HOL001,10010610
HUM000,10010612
HUM011,10010613
HUM012,10010614
HUM021,10010615
HUM023,10010616
HUM034,10010617
HUM035,10010618
HUM041,10010619
HUM042,10010620
HUM043,10010621
HUM043NR,10010622
HUM051,10010623
HUM052,10010624
HUM053,10010625
HUM061,10010626
HUM062,10010627
HUM063,10010628
HUM066,10010629
HUM067,10010630
HUM069,10010631
HUM071,10010632
HUM072,10010633
HUM241,10010635
HUMDRA,10010636
HYN001,10010637
HYN002,10010638
HYN003,10010639
HYN005,10010640
HYN006,10010641
HYN007,10010642
HYN008,10010643
HYN010,10010644
HYN011,10010645
HYN014,10010646
HYN015,10010647
HYN016,10010648
HYN017,10010649
HYN020,10010650
HYN041,10010652
HYN105,10010653
HYN107,10010654
HYN111,10010655
HYN118,10010656
HYN140,10010657
HYN150,10010658
HYN170,10010659
HYN325,10010660
HYN330,10010661
HYN331,10010662
HYN415,10010663
HYN418,10010664
HYN419,10010665
HYN420,10010666
HYN430,10010667
HYN441,10010668
HYN445,10010669
HYN475,10010670
HYN478,10010671
HYN604,10010672
IDE001,10010673
IDE272,10010674
IND003,10010675
IRR003,10010677
IRR005,10010678
IRR007,10010679
IRR008,10010680
IRR010  ,10010681
ISA001  ,10010682
ITM301  ,10010683
ITM331,10010684
ITM342,10010685
ITM378,10010686
ITM390,10010687
ITM392,10010688
ITM408,10010690
ITM409,10010691
ITM412,10010692
ITM437,10010693
ITM440,10010694
ITM453,10010695
ITM471,10010696
ITM481  ,10010697
ITM483,10010698
ITM487,10010699
ITM494  ,10010700
JEC001  ,10010701
KEI002,10010702
KIR001,10010704
KIW001,10010705
KLI001,10010706
LAR001,10010707
LIF001,10010708
LIQ001,10010709
LOR001,10010710
MAC001,10010711
MAR001,10010712
MAR002,10010713
MET003,10010714
MHV001  ,10010715
MIC002,10010716
MIC003,10010717
MIC006,10010718
MIC010,10010719
MIC015,10010720
MIC017,10010721
MIC018,10010722
MIC020,10010723
MIC021,10010724
MIC026,10010725
MIC027,10010726
MIC033,10010727
MIC034,10010728
MIC035,10010729
MIC038,10010730
MIC040,10010731
MIC048  ,10010732
MIC055,10010733
MIC058,10010734
MIC062,10010737
MIC063,10010738
MIC064,10010739
MIC065,10010740
MIC066,10010741
MIC067,10010742
MIC068,10010743
MIC069NR,10010744
MIC070,10010745
MIC074,10010746
MIC077,10010747
MIC078  ,10010748
MIC079  ,10010749
MIC080,10010750
MIC081,10010751
MIC082,10010752
MIC083,10010753
MIC084,10010754
MIC085,10010755
MIC087,10010756
MIC092,10010757
MIC093,10010759
MIC094  ,10010760
MIC201,10010761
MIC211,10010762
MIC223,10010763
MIC224,10010764
MIC228,10010765
MIC229,10010766
MIC281,10010767
MIC289,10010768
MIC291,10010769
MIC294,10010770
MIC297,10010771
MIC299,10010772
MIC303,10010773
MIC313,10010774
MIC317,10010775
MIC321,10010776
MIC324,10010777
MIC327,10010778
MIC329,10010779
MIC339,10010780
MIC341,10010781
MIC343,10010782
MIC367,10010784
MIC379,10010785
MIC383,10010786
MIC388,10010787
MIC391,10010788
MIC995,10010789
MIT001,10010790
MIT002,10010791
MIT011  ,10010792
MIT014,10010793
MIT015,10010794
MIT016,10010795
MIT017,10010796
MIT018,10010797
MIT019,10010798
MIT021,10010799
MIT022,10010800
MIT023  ,10010801
MIT032,10010802
MIT100,10010803
MYP001,10010804
NEV001,10010805
NOR001,10010806
OAK001,10010808
OAK002,10010809
OAK003  ,10010810
OAK004  ,10010811
OBR001,10010812
OBR002,10010813
OBR003,10010814
OBR004,10010815
OBR005,10010816
OBR007,10010817
OBR008,10010818
OPO001,10010821
ORD001,10010822
OTA001,10010824
PAR002,10010825
PDC001,10010827
PGG001,10010828
PGG002,10010829
PGG003,10010830
PGG004,10010831
PGG005,10010832
PGG006,10010833
PGG009,10010834
PGG011,10010835
PGG012,10010836
PGG013,10010837
PGG015,10010838
PGG016,10010839
PGG017,10010840
PGG020,10010841
PGG021,10010842
PGG023,10010843
PGG024,10010844
PGG026,10010845
PGG027,10010846
PGG028,10010847
PGG029,10010848
PGG030,10010849
PGG031,10010850
PGG032,10010851
PGG033,10010852
PGG034  ,10010853
PGG045,10010856
PGG057  ,10010859
PGG065,10010860
PGG066,10010861
PGG067,10010862
PGG068,10010863
PGG106,10010864
PGG113,10010865
PGG410,10010866
PGG772,10010867
PGO001,10010868
PIP004,10010870
PIV001,10010871
PLA000,10010872
PLA002,10010873
PLA004,10010874
PLA005,10010875
PLA011,10010876
PLA012,10010877
PLA013,10010000
PLA019,10010001
PLA025,10010002
PLA026,10010003
PLA027,10010004
PLA031,10010005
PLA033,10010006
PLA102,10010007
PLA146,10010008
PLA150,10010009
PLA151,10010010
PLA162,10010011
PLA163,10010012
PLA165,10010013
PLA171,10010014
PLA173,10010015
PLA175,10010016
PLA176,10010017
PLA179,10010018
PLA183,10010019
PLA185,10010020
PLA186,10010021
PLA191,10010023
PLA195,10010024
PLA221,10010026
PLA258,10010028
PLA262,10010029
PLA263,10010030
PLA265,10010031
PLA266,10010032
PLA281,10010033
PLA283,10010034
PLA285,10010035
PLA288,10010036
PLA289,10010037
PLA292,10010038
PLA293,10010039
PLA313,10010040
PLA362,10010041
PLA363,10010042
PLA365,10010043
PLA368,10010044
PLA369,10010045
PLA373,10010046
PLA377,10010047
PLA382,10010048
PLA385,10010049
PLA387  ,10010050
PLA415,10010051
PLA416,10010052
PLA427,10010053
PLA439,10010054
PLA463,10010055
PLA471,10010056
PLA479,10010057
PLA482,10010059
PLA488,10010060
PLA499,10010061
PLA512,10010062
PLU013,10010063
PLU014  ,10010064
PLU015,10010065
PLU016,10010066
PLU017,10010067
PLU018,10010068
PLU019,10010069
PLU020,10010070
PLU021  ,10010071
PLU023,10010072
PLU024,10010073
PLU025,10010074
PLU026,10010075
PLU027,10010076
PLU028,10010077
PLU030,10010078
PLU032  ,10010079
PLU033,10010080
PLU034,10010081
PLU035,10010082
PLU036,10010083
PLU037,10010084
PLU038,10010085
PLU040,10010086
PLU043,10010088
PLU045,10010089
PLU046,10010090
PLU050,10010091
PLU052,10010092
PLU055,10010093
PLU056,10010094
PLU057,10010095
PLU060,10010096
PLU065,10010097
PLU070,10010098
PLU071  ,10010099
PLU072,10010100
PLU079,10010101
PLU080,10010102
PLU081,10010103
PLU085,10010104
PLU086,10010105
PLU088,10010106
PLU090,10010107
PLU091,10010108
PLU092  ,10010109
PLU093,10010110
PLU095,10010111
PLU100,10010112
PLU200,10010113
POW001,10010114
PUM001,10010115
PUM002,10010116
PUM003,10010117
PVC001  ,10010118
QUB002,10010119
QWS001,10010120
RAD001,10010121
RAI001,10010137
RAI004  ,10010138
RAY001,10010140
RD1002,10010141
RD1003,10010142
RD1005,10010143
RD1007,10010144
RD1009,10010145
RD1010,10010146
RD1011,10010147
RD1012,10010148
RD1013,10010149
RD1014,10010150
RD1015,10010151
RD1016,10010152
RD1017,10010153
RD1018,10010154
RD1019,10010155
RD1020,10010156
RD1021,10010157
RD1023,10010158
RD1024,10010159
RD1025,10010160
RD1025NR,10010161
RD1029,10010162
RD1030,10010163
RD1032,10010164
RD1033,10010165
RD1033NR,10010166
RD1103,10010168
RD1107,10010169
RD1108,10010170
RD1111,10010171
RD1113,10010172
RD1114,10010173
RD1115,10010174
RD1116,10010175
RD1117,10010176
RD1120,10010177
RD1124,10010178
RD1132,10010179
RD1205,10010180
RD1209,10010181
RD1213,10010182
RD1220,10010183
RD1223,10010184
RD1224,10010185
RD1225,10010186
RD1226,10010187
RD1229,10010188
RD1230,10010189
RD1235,10010190
RD1236,10010191
RD1240,10010192
RD1242,10010193
RD1244,10010194
RD1248,10010195
RD1250,10010196
RD1251,10010197
RD1252,10010198
RD1253,10010199
RD1254,10010200
RD1255,10010201
RD1256,10010202
RD1262,10010203
RD1264,10010204
RD1276,10010205
RD1280,10010206
RD1284,10010207
RD1290,10010208
RD1293,10010209
RD1294,10010210
RED002,10010211
RED004,10010212
RED005,10010213
RED006,10010214
REE1001,10010215
REE1004,10010216
REE1005,10010217
REE1006,10010218
REE1007,10010219
REE1008,10010220
REE1010,10010221
REE1011,10010222
REE1012,10010223
REE1014,10010224
RFS001,10010237
ROB001  ,10010238
ROC001,10010239
ROC002,10010240
ROS001,10010241
RUA002,10010242
RUA003,10010243
RUS000,10010244
RUS002,10010245
RUS003,10010246
RUS005,10010247
RUS008,10010248
RUS009,10010249
RUS011,10010250
RUS012,10010251
RUS014,10010252
RUS015,10010253
SHA001,10010306
SHO001,10010308
SKE234,10010309
SOU001,10010310
SOU002,10010311
SOU003  ,10010312
STE030,10010314
STE031,10010315
STE032,10010316
STE035,10010317
STE036,10010318
STE040,10010319
STO001,10010320
STR001,10010321
STR003,10010322
SUS001,10010323
TAN001,10010324
TDE001  ,10010325
TEC001,10010326
TEC002,10010327
TEN004,10010328
TEN005,10010329
TEN006,10010330
TEN007,10010331
TEN008,10010332
TEN009,10010333
TEN012,10010334
TEN014,10010335
TEN016,10010336
TEN017,10010337
THI001,10010338
THI003  ,10010339
TIC001,10010341
TOT002,10010342
TRA001,10010343
TRE001  ,10010344
TUR002,10010345
UNI004,10010346
UPG001,10010347
VES001,10010348
WAI002  ,10010349
WAN001,10010350
WAT002,10010351
WAT005  ,10010352
WAT012,10010353
WAT019,10010354
WAT020,10010355
WAT023,10010356
WAT024,10010357
WAT025,10010358
WAT026,10010359
WAT027,10010360
WAT028,10010361
WAT029,10010362
WAT030,10010363
WAT031,10010364
WAT034,10010365
WAT035,10010366
WAT036,10010367
WAT037,10010368
WAT060,10010369
WAT061,10010370
WES003,10010371
WOM001,10010372
WRI301,10010373
WRI302,10010374
WRI303,10010375
WRI304,10010376
WRI305,10010377
WRI306,10010378
WRI307,10010379
WRI309,10010380
WRI312,10010381
WRI313,10010382
WRI314,10010383
WRI317,10010384
WRI321,10010385
WRI322,10010386
WRI323,10010387
WRI324,10010388
WRI325,10010389
WRI326,10010390
WRI327,10010391
WRI328,10010392
WRI329,10010393
WRI330,10010394
WRI331,10010395
WRI332,10010396
WRI361,10010397
WRI362,10010398
WRI363,10010399
WRI364,10010400
WRI365,10010401
WRI366,10010402
WRI367,10010403
WRI369,10010404
WRI370,10010405
WRI371,10010406
WRI373,10010407
WRI375,10010408
WRI376,10010409
WRI378,10010410
WRI379,10010411
WRI381,10010412
WRI382,10010413
WRI383,10010414
WRI385,10010415
WRI386,10010416
WRI389,10010417
WRI391,10010418
WRI392,10010419
WRI393,10010420
WRI394,10010421
WRI396,10010422
ZIP001,10010423
ZIP002,10010424
ZIP003,10010425
ZIP004,10010426
ZIP005,10010427
ZIP006,10010428
ZIP008,10010429
ZIP009,10010430
ZIP011,10010431
ZIP012,10010432
ZIP014,10010433
ZIP015,10010434
ZIP016,10010435
ZIP017,10010436
ZIP019,10010437
ZIP020  ,10010438
ZIP021,10010439
ZIP106,10010440
ACT004,
ADV003,
AGF004,
AGF999,
ALL002,
ALL003,
AMI001,
AND001,
AQU004,
AQU005,
ARN001,
ASH002,
ASM004,
ATL001,
BAY001,
BIANHOE,
BLA001,
BRE002,
BUN001,
BUN011,
BUN014,
BUN160,
BUN250,
BUN415,
BUN430,
BUN491,
BUN492,
BUN497,
BUNVIN,
CAM002,
CAR003,
CASH,
CBI001,
CEN001,
CHE000,
CHE001,
CHE002,
CHE003,
CHE005,
CHE008,
CHE014,
CHE101NR,
COA001,
CON001,
COR135,
COR145,
COR160,
COR160NR,
COR249  ,
COR250,
COR310NR,
COR325NR,
COR345,
COR345NR,
COR999,
COU001,
CPS001,
CRT000,
CRT009,
CRT031,
CRT031NR,
CRT033,
CRT033NR,
DAI003,
DAI004,
DOU002,
EAS001,
EDW000,
EDW001,
EDW002,
EDW003,
EDW004,
EDW005,
EDW006,
EDW009,
EDW010,
EDW011,
EDW012,
EDW014,
EDW015,
EDW1033 ,
EDW1036 ,
ELD001,
ELD001NR,
ELD002,
ELD003,
ELD005,
ELD005NR,
ELD006,
ELD006NR,
ELD008,
ELD008NR,
ELD009,
ELD009NR,
ELD011,
ELD011NR,
ELD013,
ELD013NR,
ELD014,
ELD014NR,
ELD015,
ELD015NR,
ELD016,
ELD016NR,
ELD017,
ELD017NR,
ELD018,
ELD018NR,
ELD203,
ENV001,
ESQ001,
EXP996,
EXP997,
EXP998,
FAR000,
FAR114,
FAR303,
FAR899,
FAR999,
FAU001,
FAU002,
FAU003,
FER001,
FIL001,
FRA000  ,
FRA007,
GIB001,
GOO001,
GRE001,
HAN001,
HAN002,
HAR003,
HEB001,
HIC001,
HIL001,
HOL002  ,
HOO001,
HUM018,
HUM022,
HUM024,
HUM025,
HUM031,
HUM032,
HUM033,
HUM044,
HUM064,
HUM065,
HUM073,
HUM074,
HUM075,
HUM091,
HUM995,
HUM999,
HYD001,
HYD002,
HYN112,
HYN214,
HYN340,
HYN480,
HYN600,
HYN601,
HYN602,
HYN603,
HYN605,
HYN900,
HYN995,
IDE000,
IPL002,
IRR006,
IRR009,
ITM322,
ITM343,
ITM371,
ITM397,
ITM413,
ITM420,
ITM421,
ITM434,
ITM442,
ITM457,
ITM473,
ITM489,
ITM496,
ITM505,
ITM569,
KAI001,
KAP001,
KEI001,
KER001,
KIW002,
MAS359,
MCN000,
MCN001,
MCN002,
MCN003,
MCN202,
MCQ001,
MIC000,
MIC004,
MIC005,
MIC013,
MIC014,
MIC022,
MIC031,
MIC037,
MIC039,
MIC043,
MIC056,
MIC057,
MIC059,
MIC069,
MIC072,
MIC226,
MIC282,
MIC398,
MIC997,
MIC999,
MICAGF,
MIT000,
MIT003,
MIT006,
MYP002,
NIG001,
NOR004,
OBR006,
PAR001,
PAR003,
PEC001,
PEC002,
PGG000,
PGG007,
PGG008,
PGG018,
PIP002,
PLA030,
PLA101,
PLA295,
PLA383,
PLA428,
PLU022  ,
PLU029,
PLU031,
PLU039,
PLU053,
PLU077,
PLU201,
POL001,
POL002,
POO003,
POS001,
PPP001,
PRI001,
PRO001,
PRO002,
PRO003,
PRO004,
PRO005,
PRO006  ,
PROMAG,
PROMAH,
PROMBC  ,
PROMBR,
PROMBU  ,
PROMCH,
PROMCL,
PROMCM,
PROMCP  ,
PROMCT,
PROMDM,
PROMDN,
PROMDP  ,
PROMER,
PROMEXP,
PROMFO,
PROMGW,
PROMGZ,
PROMHS,
PROMIM,
PROMJG,
PROMJR,
PROMKH,
PROMLW,
PROMMA,
PROMME,
PROMNOR,
PROMNR,
PROMPC,
PROMRC  ,
PROMRL,
PROMSA,
PROMSD,
PROMSOU,
PROMSR,
PROMSW,
PROMTC,
PROMTR,
PUR001,
QUB001,
QUOTES,
RAI002,
RAI003,
RD1000,
RD1004,
RD1006,
RD1008,
RD1022,
RD1026,
RD1027,
RD1028,
RD1031,
RD1034,
RD1101,
RD1118,
RD1221,
RD1241,
RD1246,
RD1270,
RD1273,
RD1291,
RD1292,
RED000,
RED001,
RED010,
REE000,
REE1002,
REE1013 ,
REE1022 ,
REF001,
RET001,
ROY001,
RUR001,
RUS001,
SKO001,
SMA001  ,
SOL001,
STAFF1,
STAFF2,
STE101,
STO002,
STR002,
SUP001,
TAY001,
TEN001,
TEN013,
TEN015,
TEN020,
TEN1000,
TEN1001,
TIC002,
TIL000,
TIL001,
TIL002,
TIM000,
TIM002,
TIM003,
TNL001,
TOT001,
TOT003,
TRA002,
TRI001,
TRO001,
TRO003,
TRO004,
VEC001,
VOD001,
WAD001,
WAI001,
WAR001  ,
WAS001,
WAT001,
WAT003,
WAT004,
WAT006,
WAT014,
WAT018,
WAT022,
WAT026NR,
WAT038  ,
WRI308,
WRI318,
YIN001,
ZIMPORTN,
ZIMPORTS,
ZIP007,
ZIP010,
ZIP018,
